data_id,station_code,timestamp,utc_offset,logger_serial,wtmp,wtmp_flag
319,04FW001,2025-07-04 18:45:00,0.0,2196500,16.25,P
319,04FW001,2025-07-04 19:00:00,0.0,2196500,16.17,P
319,04FW001,2025-07-04 19:15:00,0.0,2196500,16.16,P
319,04FW001,2025-07-04 19:30:00,0.0,2196500,16.19,P
319,04FW001,2025-07-04 19:45:00,0.0,2196500,16.22,P
319,04FW001,2025-07-04 20:00:00,0.0,2196500,16.31,P
319,04FW001,2025-07-04 20:15:00,0.0,2196500,16.4,P
319,04FW001,2025-07-04 20:30:00,0.0,2196500,16.51,P
319,04FW001,2025-07-04 20:45:00,0.0,2196500,16.57,P
319,04FW001,2025-07-04 21:00:00,0.0,2196500,16.62,P
319,04FW001,2025-07-04 21:15:00,0.0,2196500,16.74,P
319,04FW001,2025-07-04 21:30:00,0.0,2196500,16.75,P
319,04FW001,2025-07-04 21:45:00,0.0,2196500,16.8,P
319,04FW001,2025-07-04 22:00:00,0.0,2196500,16.86,P
319,04FW001,2025-07-04 22:15:00,0.0,2196500,16.93,P
319,04FW001,2025-07-04 22:30:00,0.0,2196500,17.03,P
319,04FW001,2025-07-04 22:45:00,0.0,2196500,17.1,P
319,04FW001,2025-07-04 23:00:00,0.0,2196500,17.13,P
319,04FW001,2025-07-04 23:15:00,0.0,2196500,17.15,P
319,04FW001,2025-07-04 23:30:00,0.0,2196500,17.16,P
319,04FW001,2025-07-04 23:45:00,0.0,2196500,17.2,P
319,04FW001,2025-07-05 00:00:00,0.0,2196500,17.31,P
319,04FW001,2025-07-05 00:15:00,0.0,2196500,17.35,P
319,04FW001,2025-07-05 00:30:00,0.0,2196500,17.4,P
319,04FW001,2025-07-05 00:45:00,0.0,2196500,17.45,P
319,04FW001,2025-07-05 01:00:00,0.0,2196500,17.47,P
319,04FW001,2025-07-05 01:15:00,0.0,2196500,17.47,P
319,04FW001,2025-07-05 01:30:00,0.0,2196500,17.44,P
319,04FW001,2025-07-05 01:45:00,0.0,2196500,17.44,P
319,04FW001,2025-07-05 02:00:00,0.0,2196500,17.44,P
319,04FW001,2025-07-05 02:15:00,0.0,2196500,17.39,P
319,04FW001,2025-07-05 02:30:00,0.0,2196500,17.38,P
319,04FW001,2025-07-05 02:45:00,0.0,2196500,17.33,P
319,04FW001,2025-07-05 03:00:00,0.0,2196500,17.28,P
319,04FW001,2025-07-05 03:15:00,0.0,2196500,17.23,P
319,04FW001,2025-07-05 03:30:00,0.0,2196500,17.26,P
319,04FW001,2025-07-05 03:45:00,0.0,2196500,17.23,P
319,04FW001,2025-07-05 04:00:00,0.0,2196500,17.2,P
319,04FW001,2025-07-05 04:15:00,0.0,2196500,17.15,P
319,04FW001,2025-07-05 04:30:00,0.0,2196500,17.06,P
319,04FW001,2025-07-05 04:45:00,0.0,2196500,17.03,P
319,04FW001,2025-07-05 05:00:00,0.0,2196500,16.95,P
319,04FW001,2025-07-05 05:15:00,0.0,2196500,16.92,P
319,04FW001,2025-07-05 05:30:00,0.0,2196500,16.91,P
319,04FW001,2025-07-05 05:45:00,0.0,2196500,16.82,P
319,04FW001,2025-07-05 06:00:00,0.0,2196500,16.77,P
319,04FW001,2025-07-05 06:15:00,0.0,2196500,16.74,P
319,04FW001,2025-07-05 06:30:00,0.0,2196500,16.65,P
319,04FW001,2025-07-05 06:45:00,0.0,2196500,16.58,P
319,04FW001,2025-07-05 07:00:00,0.0,2196500,16.52,P
319,04FW001,2025-07-05 07:15:00,0.0,2196500,16.51,P
319,04FW001,2025-07-05 07:30:00,0.0,2196500,16.47,P
319,04FW001,2025-07-05 07:45:00,0.0,2196500,16.43,P
319,04FW001,2025-07-05 08:00:00,0.0,2196500,16.4,P
319,04FW001,2025-07-05 08:15:00,0.0,2196500,16.36,P
319,04FW001,2025-07-05 08:30:00,0.0,2196500,16.33,P
319,04FW001,2025-07-05 08:45:00,0.0,2196500,16.3,P
319,04FW001,2025-07-05 09:00:00,0.0,2196500,16.25,P
319,04FW001,2025-07-05 09:15:00,0.0,2196500,16.2,P
319,04FW001,2025-07-05 09:30:00,0.0,2196500,16.16,P
319,04FW001,2025-07-05 09:45:00,0.0,2196500,16.13,P
319,04FW001,2025-07-05 10:00:00,0.0,2196500,16.1,P
319,04FW001,2025-07-05 10:15:00,0.0,2196500,16.05,P
319,04FW001,2025-07-05 10:30:00,0.0,2196500,16.0,P
319,04FW001,2025-07-05 10:45:00,0.0,2196500,15.96,P
319,04FW001,2025-07-05 11:00:00,0.0,2196500,15.92,P
319,04FW001,2025-07-05 11:15:00,0.0,2196500,15.89,P
319,04FW001,2025-07-05 11:30:00,0.0,2196500,15.85,P
319,04FW001,2025-07-05 11:45:00,0.0,2196500,15.83,P
319,04FW001,2025-07-05 12:00:00,0.0,2196500,15.8,P
319,04FW001,2025-07-05 12:15:00,0.0,2196500,15.76,P
319,04FW001,2025-07-05 12:30:00,0.0,2196500,15.75,P
319,04FW001,2025-07-05 12:45:00,0.0,2196500,15.73,P
319,04FW001,2025-07-05 13:00:00,0.0,2196500,15.7,P
319,04FW001,2025-07-05 13:15:00,0.0,2196500,15.68,P
319,04FW001,2025-07-05 13:30:00,0.0,2196500,15.66,P
319,04FW001,2025-07-05 13:45:00,0.0,2196500,15.62,P
319,04FW001,2025-07-05 14:00:00,0.0,2196500,15.62,P
319,04FW001,2025-07-05 14:15:00,0.0,2196500,15.59,P
319,04FW001,2025-07-05 14:30:00,0.0,2196500,15.59,P
319,04FW001,2025-07-05 14:45:00,0.0,2196500,15.59,P
319,04FW001,2025-07-05 15:00:00,0.0,2196500,15.58,P
319,04FW001,2025-07-05 15:15:00,0.0,2196500,15.57,P
319,04FW001,2025-07-05 15:30:00,0.0,2196500,15.57,P
319,04FW001,2025-07-05 15:45:00,0.0,2196500,15.56,P
319,04FW001,2025-07-05 16:00:00,0.0,2196500,15.55,P
319,04FW001,2025-07-05 16:15:00,0.0,2196500,15.56,P
319,04FW001,2025-07-05 16:30:00,0.0,2196500,15.55,P
319,04FW001,2025-07-05 16:45:00,0.0,2196500,15.54,P
319,04FW001,2025-07-05 17:00:00,0.0,2196500,15.52,P
319,04FW001,2025-07-05 17:15:00,0.0,2196500,15.51,P
319,04FW001,2025-07-05 17:30:00,0.0,2196500,15.53,P
319,04FW001,2025-07-05 17:45:00,0.0,2196500,15.51,P
319,04FW001,2025-07-05 18:00:00,0.0,2196500,15.49,P
319,04FW001,2025-07-05 18:15:00,0.0,2196500,15.48,P
319,04FW001,2025-07-05 18:30:00,0.0,2196500,15.48,P
319,04FW001,2025-07-05 18:45:00,0.0,2196500,15.46,P
319,04FW001,2025-07-05 19:00:00,0.0,2196500,15.47,P
319,04FW001,2025-07-05 19:15:00,0.0,2196500,15.51,P
319,04FW001,2025-07-05 19:30:00,0.0,2196500,15.54,P
319,04FW001,2025-07-05 19:45:00,0.0,2196500,15.51,P
319,04FW001,2025-07-05 20:00:00,0.0,2196500,15.51,P
319,04FW001,2025-07-05 20:15:00,0.0,2196500,15.55,P
319,04FW001,2025-07-05 20:30:00,0.0,2196500,15.53,P
319,04FW001,2025-07-05 20:45:00,0.0,2196500,15.56,P
319,04FW001,2025-07-05 21:00:00,0.0,2196500,15.57,P
319,04FW001,2025-07-05 21:15:00,0.0,2196500,15.6,P
319,04FW001,2025-07-05 21:30:00,0.0,2196500,15.66,P
319,04FW001,2025-07-05 21:45:00,0.0,2196500,15.66,P
319,04FW001,2025-07-05 22:00:00,0.0,2196500,15.58,P
319,04FW001,2025-07-05 22:15:00,0.0,2196500,15.59,P
319,04FW001,2025-07-05 22:30:00,0.0,2196500,15.62,P
319,04FW001,2025-07-05 22:45:00,0.0,2196500,15.68,P
319,04FW001,2025-07-05 23:00:00,0.0,2196500,15.71,P
319,04FW001,2025-07-05 23:15:00,0.0,2196500,15.71,P
319,04FW001,2025-07-05 23:30:00,0.0,2196500,15.69,P
319,04FW001,2025-07-05 23:45:00,0.0,2196500,15.73,P
319,04FW001,2025-07-06 00:00:00,0.0,2196500,15.76,P
319,04FW001,2025-07-06 00:15:00,0.0,2196500,15.76,P
319,04FW001,2025-07-06 00:30:00,0.0,2196500,15.76,P
319,04FW001,2025-07-06 00:45:00,0.0,2196500,15.72,P
319,04FW001,2025-07-06 01:00:00,0.0,2196500,15.75,P
319,04FW001,2025-07-06 01:15:00,0.0,2196500,15.74,P
319,04FW001,2025-07-06 01:30:00,0.0,2196500,15.75,P
319,04FW001,2025-07-06 01:45:00,0.0,2196500,15.77,P
319,04FW001,2025-07-06 02:00:00,0.0,2196500,15.8,P
319,04FW001,2025-07-06 02:15:00,0.0,2196500,15.81,P
319,04FW001,2025-07-06 02:30:00,0.0,2196500,15.8,P
319,04FW001,2025-07-06 02:45:00,0.0,2196500,15.84,P
319,04FW001,2025-07-06 03:00:00,0.0,2196500,15.86,P
319,04FW001,2025-07-06 03:15:00,0.0,2196500,15.89,P
319,04FW001,2025-07-06 03:30:00,0.0,2196500,15.89,P
319,04FW001,2025-07-06 03:45:00,0.0,2196500,15.89,P
319,04FW001,2025-07-06 04:00:00,0.0,2196500,15.88,P
319,04FW001,2025-07-06 04:15:00,0.0,2196500,15.86,P
319,04FW001,2025-07-06 04:30:00,0.0,2196500,15.85,P
319,04FW001,2025-07-06 04:45:00,0.0,2196500,15.83,P
319,04FW001,2025-07-06 05:00:00,0.0,2196500,15.81,P
319,04FW001,2025-07-06 05:15:00,0.0,2196500,15.77,P
319,04FW001,2025-07-06 05:30:00,0.0,2196500,15.75,P
319,04FW001,2025-07-06 05:45:00,0.0,2196500,15.72,P
319,04FW001,2025-07-06 06:00:00,0.0,2196500,15.69,P
319,04FW001,2025-07-06 06:15:00,0.0,2196500,15.66,P
319,04FW001,2025-07-06 06:30:00,0.0,2196500,15.62,P
319,04FW001,2025-07-06 06:45:00,0.0,2196500,15.6,P
319,04FW001,2025-07-06 07:00:00,0.0,2196500,15.57,P
319,04FW001,2025-07-06 07:15:00,0.0,2196500,15.51,P
319,04FW001,2025-07-06 07:30:00,0.0,2196500,15.45,P
319,04FW001,2025-07-06 07:45:00,0.0,2196500,15.41,P
319,04FW001,2025-07-06 08:00:00,0.0,2196500,15.37,P
319,04FW001,2025-07-06 08:15:00,0.0,2196500,15.32,P
319,04FW001,2025-07-06 08:30:00,0.0,2196500,15.28,P
319,04FW001,2025-07-06 08:45:00,0.0,2196500,15.23,P
319,04FW001,2025-07-06 09:00:00,0.0,2196500,15.19,P
319,04FW001,2025-07-06 09:15:00,0.0,2196500,15.16,P
319,04FW001,2025-07-06 09:30:00,0.0,2196500,15.13,P
319,04FW001,2025-07-06 09:45:00,0.0,2196500,15.11,P
319,04FW001,2025-07-06 10:00:00,0.0,2196500,15.08,P
319,04FW001,2025-07-06 10:15:00,0.0,2196500,15.04,P
319,04FW001,2025-07-06 10:30:00,0.0,2196500,15.01,P
319,04FW001,2025-07-06 10:45:00,0.0,2196500,14.97,P
319,04FW001,2025-07-06 11:00:00,0.0,2196500,14.94,P
319,04FW001,2025-07-06 11:15:00,0.0,2196500,14.91,P
319,04FW001,2025-07-06 11:30:00,0.0,2196500,14.87,P
319,04FW001,2025-07-06 11:45:00,0.0,2196500,14.85,P
319,04FW001,2025-07-06 12:00:00,0.0,2196500,14.83,P
319,04FW001,2025-07-06 12:15:00,0.0,2196500,14.81,P
319,04FW001,2025-07-06 12:30:00,0.0,2196500,14.79,P
319,04FW001,2025-07-06 12:45:00,0.0,2196500,14.77,P
319,04FW001,2025-07-06 13:00:00,0.0,2196500,14.74,P
319,04FW001,2025-07-06 13:15:00,0.0,2196500,14.73,P
319,04FW001,2025-07-06 13:30:00,0.0,2196500,14.73,P
319,04FW001,2025-07-06 13:45:00,0.0,2196500,14.73,P
319,04FW001,2025-07-06 14:00:00,0.0,2196500,14.72,P
319,04FW001,2025-07-06 14:15:00,0.0,2196500,14.72,P
319,04FW001,2025-07-06 14:30:00,0.0,2196500,14.72,P
319,04FW001,2025-07-06 14:45:00,0.0,2196500,14.73,P
319,04FW001,2025-07-06 15:00:00,0.0,2196500,14.74,P
319,04FW001,2025-07-06 15:15:00,0.0,2196500,14.75,P
319,04FW001,2025-07-06 15:30:00,0.0,2196500,14.79,P
319,04FW001,2025-07-06 15:45:00,0.0,2196500,14.82,P
319,04FW001,2025-07-06 16:00:00,0.0,2196500,14.87,P
319,04FW001,2025-07-06 16:15:00,0.0,2196500,14.93,P
319,04FW001,2025-07-06 16:30:00,0.0,2196500,14.97,P
319,04FW001,2025-07-06 16:45:00,0.0,2196500,15.02,P
319,04FW001,2025-07-06 17:00:00,0.0,2196500,15.04,P
319,04FW001,2025-07-06 17:15:00,0.0,2196500,15.1,P
319,04FW001,2025-07-06 17:30:00,0.0,2196500,15.13,P
319,04FW001,2025-07-06 17:45:00,0.0,2196500,15.18,P
319,04FW001,2025-07-06 18:00:00,0.0,2196500,15.25,P
319,04FW001,2025-07-06 18:15:00,0.0,2196500,15.33,P
319,04FW001,2025-07-06 18:30:00,0.0,2196500,15.43,P
319,04FW001,2025-07-06 18:45:00,0.0,2196500,15.53,P
319,04FW001,2025-07-06 19:00:00,0.0,2196500,15.59,P
319,04FW001,2025-07-06 19:15:00,0.0,2196500,15.63,P
319,04FW001,2025-07-06 19:30:00,0.0,2196500,15.69,P
319,04FW001,2025-07-06 19:45:00,0.0,2196500,15.74,P
319,04FW001,2025-07-06 20:00:00,0.0,2196500,15.87,P
319,04FW001,2025-07-06 20:15:00,0.0,2196500,16.04,P
319,04FW001,2025-07-06 20:30:00,0.0,2196500,16.12,P
319,04FW001,2025-07-06 20:45:00,0.0,2196500,16.15,P
319,04FW001,2025-07-06 21:00:00,0.0,2196500,16.21,P
319,04FW001,2025-07-06 21:15:00,0.0,2196500,16.27,P
319,04FW001,2025-07-06 21:30:00,0.0,2196500,16.29,P
319,04FW001,2025-07-06 21:45:00,0.0,2196500,16.3,P
319,04FW001,2025-07-06 22:00:00,0.0,2196500,16.3,P
319,04FW001,2025-07-06 22:15:00,0.0,2196500,16.34,P
319,04FW001,2025-07-06 22:30:00,0.0,2196500,16.36,P
319,04FW001,2025-07-06 22:45:00,0.0,2196500,16.4,P
319,04FW001,2025-07-06 23:00:00,0.0,2196500,16.44,P
319,04FW001,2025-07-06 23:15:00,0.0,2196500,16.46,P
319,04FW001,2025-07-06 23:30:00,0.0,2196500,16.43,P
